target_junction,Step 0,Step 1,Step 2,Step 3,Step 4,Step 5,Step 6,Step 7,Step 8,Step 9,Step 10,Step 11,Step 12,Step 13,Step 14,Step 15,Step 16,Step 17,Step 18,Step 19,Step 20,Step 21,Step 22,Step 23,Step 24,Step 25,Step 26,Step 27,Step 28,Step 29,Step 30,Step 31,Step 32,Step 33,Step 34,Step 35,Step 36,Step 37,Step 38,Step 39,Step 40,Step 41,Step 42,Step 43,Step 44,Step 45,Step 46,Step 47,Step 48,Step 49,x,y
274579657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212400.3,451397.44
274579668,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212622.56,451520.97
274591023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212515.67,451338.55
274604006,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,1,0,2,0,0,1,2,1,0,0,4,0,0,0,0,1,0,0,0,0,2,0,0,2,1,0,0,0,2,0,0,0,0,212363.17,451347.03
275309623,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,212901.5,451809.91
275309964,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,212917.39,451758.97
2769732328,0,0,0,0,0,0,1,0,1,0,0,0,6,0,0,1,4,7,3,2,9,4,3,2,1,1,3,0,0,0,4,0,0,1,1,1,0,1,0,2,0,1,0,7,3,3,1,6,8,7,213517.96,452439.18
2769732337,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,213239.67,452443.74
2769732343,0,0,1,0,5,0,0,7,0,0,0,0,0,0,0,2,0,0,5,0,7,1,1,7,0,3,1,1,0,0,0,2,0,0,0,5,6,0,7,2,5,7,0,4,0,0,0,0,0,0,213242.67,452467.92
2903266814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211806.67,452708.18
292572191,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,3,0,0,2,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,212668.8,452791.37
292572192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,212771.16,452859.7
292572193,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,212879.67,452955.22
292572194,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,212933.76,453002.14
292572196,0,0,3,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,2,2,0,2,3,0,0,2,2,3,1,1,1,1,2,1,1,2,0,0,0,3,0,3,0,0,1,2,0,212865.17,453062.84
292578363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,1,1,2,2,1,0,0,2,0,0,1,0,0,0,3,0,0,1,1,0,1,0,0,2,1,212783.18,452600.02
292578419,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,1,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,212983.09,452757.41
292578428,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,1,0,1,212985.23,452661.13
292580629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,212975.58,453148.31
292580630,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,213060.08,453079.38
292580631,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,2,0,0,1,0,1,0,1,0,0,0,0,0,213137.09,453009.2
292581823,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0,213003.37,452909.46
292581825,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212992.66,453011.49
292581826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,212957.99,452977.82
292584327,0,3,1,0,0,0,1,0,2,1,2,2,0,0,0,0,0,4,0,0,2,0,0,3,5,6,0,4,4,2,3,0,1,2,2,1,0,4,0,0,2,4,0,3,3,1,1,1,0,1,212753.9,453185.88
292588757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212887.46,453208.15
30503242,0,0,1,10,0,5,5,0,7,4,5,4,6,5,2,1,6,1,1,1,0,2,0,3,0,0,1,0,2,9,1,1,4,2,3,3,3,3,7,1,3,5,10,0,6,0,2,7,1,1,211811.17,452200.19
30503246,0,0,0,0,0,0,0,0,3,4,1,4,1,2,4,1,4,1,3,4,0,0,3,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,4,2,0,4,0,2,4,0,3,0,1,213383.65,452432.38
305559015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,211778.49,451535.7
305559019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,211142.16,451677.01
30624890,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,5,4,0,5,5,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,2,212995.87,453415.56
30624895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,213275.3,452902.44
30624897,0,0,1,0,0,2,1,0,0,0,0,2,0,0,1,2,1,0,0,0,1,1,1,1,3,0,1,0,2,1,0,1,0,1,0,1,0,0,2,0,0,0,1,0,0,2,0,1,0,0,213349.81,452646.72
30624898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213385.29,452459.55
307619666,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212150.49,452323.38
3079046105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,211841.83,451199.27
308796066,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,211706.63,451607.94
310446273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,213638.08,451986.8
310985749,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,212242.08,452459.74
311487344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213379.72,452399.07
313321254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,211894.68,452070.56
320006200,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,1,1,1,3,0,1,0,0,0,0,2,0,0,0,0,0,3,1,2,0,1,212796.28,451535.51
320006202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,212886.36,451535.12
320006204,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,2,0,1,0,0,0,2,0,4,3,2,0,0,0,0,3,0,0,0,0,0,2,0,1,2,0,2,0,1,212703.76,451528.74
322888900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,212145.37,451643.22
32564060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,213618.56,452667.45
32564122,0,0,0,1,0,0,2,1,1,0,0,1,0,1,1,3,4,0,1,4,2,3,5,0,3,1,0,2,2,2,1,2,2,4,2,5,5,13,5,6,10,2,2,1,1,4,0,3,2,5,213220.84,451881.96
32564123,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,2,0,0,0,1,3,1,0,4,0,2,4,0,2,0,0,0,2,1,2,213281.6,452005.7
356694630,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,2,0,2,1,0,2,0,1,0,0,0,0,0,0,0,2,0,211644.12,451841.31
356700154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,211841.38,451523.59
364442178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,211736.94,451276.89
364443218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,211685.52,451514.21
364443388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,211559.4,451534.55
364443429,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211675.05,451458.2
364443525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,211676.57,451401.65
364443653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,211622.35,451384.29
371774881,0,0,2,0,0,0,0,1,2,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,4,0,1,0,0,1,1,0,0,0,3,0,0,1,2,0,5,1,4,1,2,0,1,1,0,0,213665.4,452155.71
4301348943,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,212480.59,451686.09
434068771,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,7,1,0,0,0,0,0,0,1,0,6,1,0,6,0,3,1,0,3,0,1,0,0,1,0,0,2,211387.33,451949.58
497583472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,212275.97,452434.88
497590080,0,0,0,0,0,0,1,1,0,2,0,1,1,0,0,0,0,0,0,2,0,2,0,1,2,3,3,3,3,3,0,2,0,0,2,0,0,1,3,1,0,4,1,0,2,1,0,1,2,1,212484.19,453008.69
497590081,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,213254.25,452951.85
497590082,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,213359.56,452604.78
497590083,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,213174.04,452604.78
497590084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,1,2,0,0,0,0,0,0,0,213179.54,452472.21
497590085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,213037.54,452831.86
497590087,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,213154.37,452892.71
497590089,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,213204.93,452924.09
497590113,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,213193.94,452702.34
497590122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,3,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,4,0,4,0,1,0,0,212501.65,452519.66
497590134,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212380.98,452437.25
497590155,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213088.37,452668.09
497590173,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,212358.0,452826.05
497590178,0,0,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,1,0,1,1,4,0,1,5,0,1,0,0,0,0,0,0,1,0,0,1,0,2,5,0,2,0,3,2,2,0,0,212451.24,452757.87
497590182,0,0,0,0,0,0,0,1,0,1,5,0,1,0,0,0,1,2,1,1,3,0,5,2,0,5,0,4,1,0,0,0,0,0,2,0,0,5,0,2,5,0,9,1,3,5,0,2,0,4,212574.83,452585.22
497590188,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,1,0,0,5,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,0,0,2,1,6,0,1,1,0,0,212747.44,452404.17
497590907,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,213095.21,453261.13
503422237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,212241.02,452551.13
503422242,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,212559.56,452908.0
5497313246,0,0,0,0,0,2,0,0,5,3,3,4,0,9,5,0,12,9,5,6,2,2,1,0,1,0,0,1,2,1,0,1,0,1,0,1,1,5,0,8,0,3,1,0,9,5,1,4,0,0,213125.07,452245.12
60044025,0,0,0,0,0,0,0,2,0,2,3,0,2,2,0,1,0,0,0,0,3,0,1,0,0,4,0,1,5,0,3,0,0,1,0,1,1,0,1,0,0,0,0,3,1,1,0,0,2,0,211998.78,453156.02
683260762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,212173.41,452984.81
683260864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,212826.05,452907.44
690288770,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,213435.07,453003.92
765868917,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,2,3,1,0,0,0,0,1,0,2,0,0,2,3,0,1,2,5,1,1,0,2,0,2,3,0,0,0,0,0,3,0,3,212582.3,451989.92
765868918,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,1,3,2,0,0,0,0,0,0,0,0,0,2,2,1,3,5,3,1,3,7,7,2,0,4,5,1,4,1,0,0,3,3,3,2,212337.95,452079.8
89127267,0,0,0,2,3,3,1,1,0,0,1,1,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,2,2,2,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,213240.97,452982.48
89173755,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211775.72,451853.73
89173763,0,0,0,1,0,0,0,0,1,0,0,2,0,1,2,0,2,0,0,0,0,3,0,1,0,1,0,1,0,1,3,1,3,0,2,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,211756.54,451796.68
89173808,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,2,0,2,3,0,0,0,3,3,0,2,0,0,1,0,0,0,211776.71,451176.17
98101378,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,4,0,0,1,0,0,1,0,2,0,3,3,0,6,0,1,8,0,3,0,0,0,0,1,0,0,213809.54,452248.72
cluster_1041665625_cluster_1387938793_1387938796_cluster_1757124361_1757124367_32564126,0,1,0,0,2,0,0,0,0,0,1,2,0,4,5,0,0,0,0,0,0,0,0,1,3,1,2,5,0,1,3,0,0,0,0,0,0,1,0,0,0,0,3,0,1,2,0,2,0,0,213023.53,451299.65
cluster_1427494838_273472399,0,0,0,0,0,1,3,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,2,0,2,2,1,0,0,1,0,0,1,0,1,1,0,0,2,0,0,2,0,0,1,0,0,0,213033.65,453360.65
cluster_1500083093_1500083101_1507566574_267783912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212021.04,451702.13
cluster_1526094852_194342371,0,0,2,0,0,2,0,1,1,0,1,2,1,0,0,6,1,0,0,1,1,0,1,2,0,5,7,1,9,7,4,8,0,1,0,0,0,1,1,0,0,0,0,4,4,1,5,0,2,5,212969.58,451449.54
cluster_1815670941_305559016,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,211690.95,451554.93
cluster_1833965782_1833965806_371781950_cluster_32564118_371775504,0,0,0,0,1,0,3,0,1,1,3,2,0,0,0,2,1,1,0,0,2,3,2,10,0,3,0,3,3,2,1,4,1,5,1,0,14,0,5,6,0,11,3,3,1,2,6,0,0,1,213399.24,452062.11
cluster_1839947197_277421914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212560.5,451213.85
cluster_1840209209_268417350,0,0,0,0,0,7,17,12,8,14,11,15,27,15,23,22,24,21,9,9,6,3,5,3,0,9,6,6,3,3,4,4,8,5,5,13,8,14,8,2,11,10,21,16,10,14,11,14,10,10,212852.99,452415.03
cluster_1840209252_292578437,0,0,1,0,0,1,1,0,4,0,0,0,1,0,5,3,2,1,0,1,3,6,0,2,1,0,4,1,0,0,0,1,0,0,1,0,6,4,2,7,1,4,5,1,3,5,1,4,1,0,213026.06,452484.71
cluster_1863241547_1863241548_1976170214,0,0,0,1,0,0,1,2,0,2,3,2,3,2,3,2,1,2,0,2,0,0,2,3,1,1,0,2,3,2,3,0,4,1,3,1,1,4,2,2,3,4,3,2,1,3,3,1,3,2,211891.64,452219.51
cluster_2043172766_2043172767_2071663041,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,1,0,1,2,0,3,1,0,1,1,4,1,0,2,0,1,3,0,0,0,0,3,0,0,1,0,1,0,2,1,0,1,0,1,211641.52,452890.24
cluster_2229700350_456368155,0,0,0,0,0,0,0,0,1,0,0,3,0,2,2,0,3,0,0,2,3,1,1,0,5,0,6,2,0,2,0,0,1,0,0,0,0,0,0,4,2,0,6,0,4,5,0,13,2,0,211440.39,452103.95
cluster_2302665030_2337351369,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,211969.34,452776.25
cluster_274083968_cluster_1200364014_1200364088,0,0,0,0,0,2,0,1,1,1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,3,2,1,4,0,3,3,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1,1,1,1,212989.97,451459.17
cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,213035.92,451601.45
cluster_336359446_470954969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211788.98,451129.28
cluster_371462086_469470779_98101387_cluster_371462067_371775459_371775468,0,0,0,0,1,3,0,1,0,4,5,0,0,0,1,2,0,0,0,0,2,0,4,3,0,1,0,1,1,0,1,0,2,3,3,2,3,0,1,4,2,5,4,7,2,0,4,2,2,1,213588.57,452098.97
cluster_497590130_656751589,0,0,0,0,0,0,0,2,1,0,0,3,1,1,0,2,1,2,1,1,1,2,4,1,1,1,0,2,3,0,0,0,0,0,0,0,0,2,3,2,2,2,1,2,7,1,2,1,1,4,212578.61,452333.17
gneJ10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,211891.86,452188.19
gneJ11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,211892.55,452102.2
gneJ12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,211896.13,452046.01
gneJ127,0,0,0,0,0,0,0,2,1,0,0,1,2,2,0,0,1,1,0,0,0,0,0,0,0,1,6,0,0,1,1,0,0,0,2,0,0,0,1,7,0,0,2,1,5,0,0,1,0,0,213517.45,452080.24
gneJ129,0,0,0,0,1,0,1,1,0,1,2,0,0,1,0,0,2,0,1,1,1,1,1,0,2,2,1,0,0,1,0,1,2,2,0,2,0,0,1,5,1,1,1,2,2,1,1,0,3,1,211732.56,451158.93
gneJ133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211899.76,451740.44
gneJ14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,213272.52,452016.64
gneJ182,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213341.52,451638.46
